Vardas                  Pavarde                 ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas6450              Pavarde6450             5       4       7       5       2       5       8       8       1       1       9       3       4       3       5       6       
Vardas6451              Pavarde6451             4       5       7       2       3       3       5       2       7       1       6       7       9       2       3       3       
Vardas6452              Pavarde6452             2       6       6       10      4       3       9       9       7       2       1       8       2       4       3       6       
Vardas6453              Pavarde6453             6       7       6       6       2       6       2       5       5       9       4       7       2       10      2       1       
Vardas6454              Pavarde6454             7       4       8       8       10      3       9       9       10      4       1       5       3       10      4       7       
Vardas6455              Pavarde6455             7       1       2       8       9       1       1       7       9       4       7       6       10      10      4       5       
Vardas6456              Pavarde6456             7       2       3       3       7       8       10      8       4       7       3       6       2       10      6       10      
Vardas6457              Pavarde6457             6       4       3       10      1       9       1       6       2       6       8       6       4       9       9       5       
Vardas6458              Pavarde6458             2       3       5       9       1       7       1       2       10      5       8       8       7       10      3       5       
Vardas6459              Pavarde6459             10      1       9       7       7       10      8       10      3       10      5       8       9       9       5       1       
Vardas6460              Pavarde6460             3       4       7       1       6       3       2       10      4       4       4       3       9       2       5       4       
Vardas6461              Pavarde6461             7       8       5       2       4       1       1       9       3       6       1       7       6       7       4       4       
Vardas6462              Pavarde6462             3       7       1       8       10      6       1       4       1       9       1       4       1       1       10      6       
Vardas6463              Pavarde6463             8       9       3       7       3       4       8       3       9       6       9       7       1       2       10      4       
Vardas6464              Pavarde6464             9       5       7       2       4       5       6       9       7       5       7       1       6       6       1       2       
Vardas6465              Pavarde6465             3       9       8       6       4       6       5       1       3       1       7       2       9       10      8       3       
Vardas6466              Pavarde6466             4       5       9       5       2       4       1       3       7       2       2       2       5       2       10      5       
Vardas6467              Pavarde6467             9       5       3       4       6       4       10      2       5       1       7       5       2       1       2       4       
Vardas6468              Pavarde6468             1       3       9       10      6       4       2       8       2       7       10      6       6       5       2       5       
Vardas6469              Pavarde6469             6       8       6       7       9       10      3       9       8       5       4       2       10      8       9       7       
Vardas6470              Pavarde6470             1       2       8       7       8       2       5       1       3       1       5       1       10      10      1       4       
Vardas6471              Pavarde6471             7       8       2       7       8       7       4       10      2       4       2       9       8       2       1       4       
Vardas6472              Pavarde6472             8       7       8       10      4       8       4       8       7       8       4       8       5       7       10      6       
Vardas6473              Pavarde6473             9       6       7       2       5       1       10      1       4       6       6       9       3       6       1       6       
Vardas6474              Pavarde6474             7       4       8       8       7       3       5       4       6       7       3       5       4       3       1       3       
Vardas6475              Pavarde6475             8       5       8       5       3       3       1       9       3       6       6       8       3       3       5       10      
Vardas6476              Pavarde6476             2       3       2       1       3       1       7       9       5       4       9       2       1       5       8       6       
Vardas6477              Pavarde6477             7       1       9       3       9       2       4       6       8       7       3       2       10      9       2       6       
Vardas6478              Pavarde6478             9       9       5       6       1       7       10      5       4       4       7       10      5       9       6       9       
Vardas6479              Pavarde6479             8       7       6       10      4       7       8       6       4       2       5       8       1       8       6       10      
Vardas6480              Pavarde6480             5       7       1       1       4       10      2       3       5       10      5       9       1       6       5       8       
Vardas6481              Pavarde6481             2       7       3       8       5       2       1       2       7       7       8       2       8       3       2       2       
Vardas6482              Pavarde6482             7       4       6       8       10      10      7       1       7       2       9       9       4       4       10      5       
Vardas6483              Pavarde6483             1       6       8       7       10      3       7       4       10      2       4       10      2       1       2       8       
Vardas6484              Pavarde6484             3       3       8       2       3       6       9       3       9       9       4       5       9       4       10      5       
Vardas6485              Pavarde6485             6       2       5       10      4       6       4       8       5       10      2       9       4       8       5       3       
Vardas6486              Pavarde6486             9       8       10      7       7       9       2       1       8       6       5       1       10      1       3       2       
Vardas6487              Pavarde6487             4       6       8       9       8       3       8       3       9       6       6       8       7       9       1       2       
Vardas6488              Pavarde6488             10      3       2       9       2       5       6       2       3       7       4       5       6       5       8       10      
Vardas6489              Pavarde6489             4       1       4       6       7       10      4       6       10      7       5       5       6       7       8       7       
Vardas6490              Pavarde6490             8       3       7       3       1       3       10      5       8       6       6       10      9       9       10      3       
Vardas6491              Pavarde6491             3       9       3       4       4       10      10      1       9       1       4       6       4       2       6       6       
Vardas6492              Pavarde6492             4       5       2       5       6       2       2       8       9       8       5       2       3       4       8       1       
Vardas6493              Pavarde6493             8       7       7       8       4       8       1       2       9       6       9       10      4       9       3       4       
Vardas6494              Pavarde6494             1       9       9       1       4       6       6       1       2       6       5       8       3       4       9       7       
Vardas6495              Pavarde6495             2       10      6       10      4       1       3       3       6       8       9       7       6       9       8       7       
Vardas6496              Pavarde6496             4       10      10      6       3       1       2       3       6       1       8       4       10      6       9       6       
Vardas6497              Pavarde6497             1       9       6       4       1       7       3       9       6       1       7       5       1       10      10      1       
Vardas6498              Pavarde6498             8       1       3       7       7       8       8       8       9       8       2       4       1       1       5       5       
Vardas6499              Pavarde6499             10      2       9       6       10      2       7       6       8       3       2       4       9       5       9       3       
Vardas6500              Pavarde6500             4       6       8       2       5       6       10      2       9       5       5       1       3       7       9       2       
Vardas6501              Pavarde6501             8       9       3       8       3       3       8       6       10      4       9       1       9       5       10      9       
Vardas6502              Pavarde6502             5       10      10      5       10      4       6       8       6       6       5       5       2       5       7       3       
Vardas6503              Pavarde6503             8       7       8       6       5       5       2       10      3       4       10      2       7       6       5       7       
Vardas6504              Pavarde6504             5       2       10      9       10      5       2       4       10      10      3       9       10      1       7       5       
Vardas6505              Pavarde6505             1       5       3       6       7       3       8       2       4       3       6       9       5       10      2       2       
Vardas6506              Pavarde6506             9       6       6       8       5       3       6       6       2       8       1       9       5       8       9       8       
Vardas6507              Pavarde6507             4       7       10      4       8       9       6       7       4       4       3       8       1       4       7       5       
Vardas6508              Pavarde6508             7       7       5       2       4       8       7       1       8       8       4       3       4       5       3       6       
Vardas6509              Pavarde6509             10      2       10      2       3       9       7       3       6       2       1       9       6       7       10      4       
Vardas6510              Pavarde6510             1       1       7       7       1       1       1       4       3       1       7       10      5       4       1       10      
Vardas6511              Pavarde6511             4       7       10      10      5       7       5       8       3       8       10      5       10      4       9       5       
Vardas6512              Pavarde6512             4       3       8       4       7       5       10      8       4       4       6       10      6       2       7       8       
Vardas6513              Pavarde6513             6       4       4       2       7       3       10      7       2       10      4       1       10      5       9       10      
Vardas6514              Pavarde6514             5       10      4       9       3       4       6       1       8       5       1       9       9       3       7       7       
Vardas6515              Pavarde6515             5       10      4       6       5       3       10      10      6       6       7       6       3       3       2       5       
Vardas6516              Pavarde6516             10      4       9       6       6       3       7       9       4       5       3       8       1       10      8       1       
Vardas6517              Pavarde6517             3       2       5       9       6       5       3       4       1       1       7       8       5       5       5       9       
Vardas6518              Pavarde6518             9       2       5       2       7       1       1       6       1       5       1       9       10      2       6       6       
Vardas6519              Pavarde6519             10      8       8       10      4       1       7       9       4       6       8       3       4       7       3       3       
Vardas6520              Pavarde6520             1       6       1       6       1       4       2       4       6       3       1       8       3       1       5       1       
Vardas6521              Pavarde6521             9       5       7       2       4       5       4       1       4       3       3       8       10      4       4       9       
Vardas6522              Pavarde6522             6       9       5       10      7       8       7       6       2       10      8       8       10      10      3       8       
Vardas6523              Pavarde6523             5       6       7       7       8       4       5       9       6       7       6       3       7       8       10      5       
Vardas6524              Pavarde6524             5       2       4       6       9       8       4       8       1       7       4       10      10      4       4       7       
Vardas6525              Pavarde6525             8       1       10      1       3       7       2       5       3       9       8       6       10      6       2       10      
Vardas6526              Pavarde6526             9       3       5       1       4       4       7       4       10      6       3       4       4       3       4       7       
Vardas6527              Pavarde6527             7       4       8       5       6       7       3       7       8       10      6       4       10      4       1       10      
Vardas6528              Pavarde6528             9       7       6       1       2       4       10      8       7       7       1       2       1       10      9       1       
Vardas6529              Pavarde6529             2       6       5       6       3       6       2       4       8       10      1       7       4       7       3       1       
Vardas6530              Pavarde6530             4       9       3       2       9       4       5       5       10      1       8       6       6       10      8       2       
Vardas6531              Pavarde6531             10      8       5       5       7       9       9       8       3       9       4       4       8       6       5       6       
Vardas6532              Pavarde6532             9       5       1       2       2       1       10      10      6       1       10      6       8       9       9       10      
Vardas6533              Pavarde6533             1       7       6       10      2       10      2       7       2       6       7       5       3       5       3       9       
Vardas6534              Pavarde6534             3       2       9       8       10      5       5       1       10      2       9       4       2       10      2       5       
Vardas6535              Pavarde6535             10      8       5       1       4       7       7       4       5       6       9       10      2       9       7       10      
Vardas6536              Pavarde6536             4       1       7       7       5       9       8       2       8       4       4       8       4       1       1       1       
Vardas6537              Pavarde6537             4       7       6       8       2       4       10      10      4       10      3       10      10      9       9       2       
Vardas6538              Pavarde6538             3       10      4       7       1       8       9       1       10      7       7       5       5       5       10      2       
Vardas6539              Pavarde6539             7       10      4       1       8       4       2       5       6       10      7       3       4       6       7       8       
Vardas6540              Pavarde6540             6       10      2       4       5       9       3       1       1       9       1       10      10      7       3       9       
Vardas6541              Pavarde6541             9       2       8       4       10      3       5       3       8       5       4       5       8       2       1       10      
Vardas6542              Pavarde6542             9       1       7       2       3       4       4       4       3       4       5       6       8       1       10      6       
Vardas6543              Pavarde6543             9       6       8       5       2       3       8       6       6       7       4       1       5       5       3       4       
Vardas6544              Pavarde6544             9       4       3       4       10      7       7       4       7       4       1       1       4       8       9       5       
Vardas6545              Pavarde6545             3       8       6       5       9       5       10      4       4       7       7       6       9       10      3       2       
Vardas6546              Pavarde6546             1       10      6       3       7       6       9       8       2       1       5       3       5       8       10      4       
Vardas6547              Pavarde6547             8       9       2       9       7       6       4       9       7       10      1       10      2       4       6       8       
Vardas6548              Pavarde6548             5       7       6       5       1       7       3       6       5       1       8       9       4       10      4       2       
Vardas6549              Pavarde6549             7       2       4       5       5       4       7       9       1       10      1       7       5       1       4       7       
Vardas6550              Pavarde6550             9       6       3       2       1       6       4       3       9       2       9       4       2       9       5       9       
Vardas6551              Pavarde6551             5       1       3       9       9       8       9       3       7       2       5       9       9       2       7       2       
Vardas6552              Pavarde6552             2       5       7       4       4       5       8       10      5       6       8       5       4       9       9       5       
Vardas6553              Pavarde6553             5       6       1       10      10      6       1       6       5       4       8       8       1       4       1       9       
Vardas6554              Pavarde6554             2       5       5       2       9       4       6       8       4       9       2       4       2       9       2       6       
Vardas6555              Pavarde6555             8       8       5       4       5       3       2       3       7       7       7       7       4       7       10      4       
Vardas6556              Pavarde6556             6       5       9       4       10      3       8       1       10      5       3       9       3       10      2       10      
Vardas6557              Pavarde6557             9       1       5       3       5       8       10      6       3       2       10      1       8       2       10      2       
Vardas6558              Pavarde6558             9       1       5       4       10      7       3       1       6       5       5       4       10      8       10      10      
Vardas6559              Pavarde6559             1       9       6       2       1       3       6       10      1       9       1       2       7       2       9       9       
Vardas6560              Pavarde6560             6       4       1       9       5       9       7       10      5       2       2       7       8       8       5       5       
Vardas6561              Pavarde6561             4       6       8       3       4       5       10      3       10      5       6       6       2       1       8       1       
Vardas6562              Pavarde6562             2       5       7       5       7       4       7       4       10      10      10      5       8       3       1       8       
Vardas6563              Pavarde6563             5       1       9       2       7       1       6       7       5       1       5       3       9       2       7       5       
Vardas6564              Pavarde6564             6       4       5       1       9       6       6       5       4       10      7       5       4       1       3       7       
Vardas6565              Pavarde6565             9       2       4       2       6       2       10      7       4       3       10      2       1       2       7       7       
Vardas6566              Pavarde6566             5       2       7       3       10      5       2       5       6       1       1       10      3       10      7       10      
Vardas6567              Pavarde6567             9       4       3       9       8       2       7       3       10      10      5       6       3       7       6       5       
Vardas6568              Pavarde6568             7       6       6       9       10      8       6       3       5       9       7       5       7       9       1       4       
Vardas6569              Pavarde6569             4       2       5       6       2       7       5       7       7       9       3       1       2       5       7       6       
Vardas6570              Pavarde6570             3       6       10      4       9       6       10      10      8       7       1       2       5       7       1       7       
Vardas6571              Pavarde6571             1       5       1       1       3       8       5       7       1       4       4       1       3       7       8       7       
Vardas6572              Pavarde6572             1       3       5       10      6       1       5       10      8       7       2       3       5       1       1       5       
Vardas6573              Pavarde6573             5       1       5       8       6       4       5       8       1       1       6       4       6       2       10      8       
Vardas6574              Pavarde6574             3       10      9       2       5       10      7       5       7       2       3       2       2       6       3       7       
Vardas6575              Pavarde6575             7       2       10      6       6       3       4       9       10      1       1       5       8       1       9       7       
Vardas6576              Pavarde6576             10      1       2       2       7       8       1       4       2       7       2       2       5       10      9       3       
Vardas6577              Pavarde6577             1       8       5       7       6       2       8       10      8       3       9       2       5       6       2       2       
Vardas6578              Pavarde6578             3       6       8       6       3       3       6       1       10      8       7       10      5       9       6       10      
Vardas6579              Pavarde6579             6       1       5       2       8       10      7       3       4       4       10      9       8       5       9       1       
Vardas6580              Pavarde6580             8       4       1       7       8       6       6       10      2       6       9       8       1       6       10      10      
Vardas6581              Pavarde6581             10      3       1       5       3       1       10      10      8       7       4       5       3       8       9       7       
Vardas6582              Pavarde6582             5       2       3       3       7       4       9       4       3       6       9       2       1       8       10      9       
Vardas6583              Pavarde6583             7       5       5       6       3       4       2       8       6       6       5       8       3       3       4       5       
Vardas6584              Pavarde6584             1       4       4       2       3       7       2       5       3       6       9       5       2       7       5       10      
Vardas6585              Pavarde6585             8       6       6       10      6       4       5       5       3       1       6       3       3       8       6       7       
Vardas6586              Pavarde6586             8       5       9       7       5       10      3       9       5       10      8       5       2       8       9       9       
Vardas6587              Pavarde6587             10      7       2       7       1       5       4       3       7       9       3       1       9       1       3       5       
Vardas6588              Pavarde6588             7       2       2       7       5       6       9       7       7       5       8       6       3       4       2       2       
Vardas6589              Pavarde6589             9       4       5       3       7       1       7       7       2       7       2       9       8       10      9       8       
Vardas6590              Pavarde6590             9       4       8       5       2       7       6       7       10      4       1       6       4       9       3       4       
Vardas6591              Pavarde6591             8       8       3       9       8       9       4       8       2       9       3       7       6       7       5       6       
Vardas6592              Pavarde6592             3       5       8       10      7       9       9       10      2       4       3       10      4       10      3       10      
Vardas6593              Pavarde6593             5       5       6       3       10      2       7       8       10      8       6       1       10      4       4       1       
Vardas6594              Pavarde6594             10      1       1       3       3       3       8       6       10      6       6       3       9       6       4       1       
Vardas6595              Pavarde6595             9       6       4       5       2       9       10      5       8       9       3       3       4       3       6       6       
Vardas6596              Pavarde6596             7       1       2       9       3       10      1       5       1       4       4       5       7       1       3       7       
Vardas6597              Pavarde6597             10      4       7       4       2       9       7       10      5       4       6       3       3       10      6       1       
Vardas6598              Pavarde6598             9       6       3       9       8       5       9       6       10      4       9       2       1       9       4       10      
Vardas6599              Pavarde6599             9       7       1       10      7       8       4       5       5       4       4       9       6       6       4       10      
Vardas6600              Pavarde6600             4       3       1       4       5       5       10      3       2       3       2       2       1       1       5       4       
Vardas6601              Pavarde6601             5       10      8       10      5       2       1       10      3       5       9       3       8       2       10      2       
Vardas6602              Pavarde6602             7       6       6       8       7       2       3       5       1       4       3       10      6       6       6       1       
Vardas6603              Pavarde6603             1       9       9       10      4       10      6       6       8       6       2       2       8       4       8       2       
Vardas6604              Pavarde6604             2       6       9       5       7       6       2       6       8       3       5       10      10      9       7       4       
Vardas6605              Pavarde6605             4       1       6       6       7       3       2       7       7       6       1       1       9       1       2       4       
Vardas6606              Pavarde6606             1       8       8       7       9       6       4       4       5       5       9       4       7       3       8       5       
Vardas6607              Pavarde6607             4       5       5       3       7       7       7       3       9       9       9       10      5       10      4       2       
Vardas6608              Pavarde6608             7       4       8       7       4       1       1       6       3       1       5       5       6       4       8       10      
Vardas6609              Pavarde6609             2       1       2       9       10      1       9       5       8       4       8       1       9       7       7       6       
Vardas6610              Pavarde6610             3       6       1       1       1       9       5       2       4       5       9       2       8       8       7       1       
Vardas6611              Pavarde6611             1       8       3       9       6       4       2       9       7       8       1       3       3       9       5       4       
Vardas6612              Pavarde6612             7       3       2       5       1       9       10      6       4       2       6       3       1       6       6       3       
Vardas6613              Pavarde6613             10      9       1       1       10      10      6       7       10      3       8       2       9       2       1       9       
Vardas6614              Pavarde6614             9       10      7       8       9       6       10      8       1       9       9       10      3       1       10      10      
Vardas6615              Pavarde6615             8       8       1       3       8       6       8       2       8       6       10      6       8       3       4       4       
Vardas6616              Pavarde6616             8       4       7       1       6       10      8       5       6       10      10      8       3       7       3       6       
Vardas6617              Pavarde6617             2       6       3       2       1       7       7       7       7       2       3       2       5       1       10      5       
Vardas6618              Pavarde6618             2       3       8       4       5       6       2       8       1       6       8       5       7       7       3       7       
Vardas6619              Pavarde6619             1       1       4       4       8       1       7       6       4       3       4       2       3       6       1       8       
Vardas6620              Pavarde6620             8       3       3       7       6       6       5       5       10      8       3       5       8       6       4       1       
Vardas6621              Pavarde6621             10      10      4       1       8       7       1       5       10      4       5       8       7       9       8       8       
Vardas6622              Pavarde6622             9       8       10      5       10      3       7       6       2       4       1       2       3       6       2       9       
Vardas6623              Pavarde6623             6       8       7       9       6       5       5       8       2       9       2       3       7       5       4       1       
Vardas6624              Pavarde6624             2       4       5       2       4       4       3       1       9       6       4       7       5       6       4       10      
Vardas6625              Pavarde6625             1       7       7       9       8       6       5       8       1       9       7       5       2       4       3       3       
Vardas6626              Pavarde6626             2       5       8       8       7       7       5       7       10      9       8       1       5       3       5       1       
Vardas6627              Pavarde6627             8       6       6       6       7       3       9       3       1       3       10      3       1       1       2       3       
Vardas6628              Pavarde6628             8       5       1       6       4       7       3       9       10      4       3       8       6       3       7       6       
Vardas6629              Pavarde6629             2       2       4       6       1       10      7       5       9       9       7       7       7       2       7       3       
Vardas6630              Pavarde6630             7       8       5       6       4       3       6       5       6       10      5       8       9       8       9       5       
Vardas6631              Pavarde6631             4       3       9       3       9       8       9       3       10      1       10      7       3       8       10      5       
Vardas6632              Pavarde6632             5       4       5       6       8       9       8       5       3       9       9       5       4       1       7       1       
Vardas6633              Pavarde6633             1       9       10      10      5       7       2       3       9       4       10      2       8       10      7       2       
Vardas6634              Pavarde6634             5       6       9       1       3       9       4       3       5       1       3       2       6       7       1       6       
Vardas6635              Pavarde6635             8       6       7       7       10      2       6       8       7       6       9       6       9       2       8       5       
Vardas6636              Pavarde6636             5       9       10      3       10      5       6       10      9       6       3       10      8       7       9       8       
Vardas6637              Pavarde6637             10      8       8       6       3       8       10      10      7       7       3       5       7       5       9       2       
Vardas6638              Pavarde6638             5       2       10      5       5       3       1       6       6       4       5       6       3       2       5       2       
Vardas6639              Pavarde6639             4       5       1       6       3       10      9       1       2       3       10      4       1       5       2       9       
Vardas6640              Pavarde6640             10      5       9       1       5       1       1       5       9       1       5       9       10      6       4       8       
Vardas6641              Pavarde6641             1       1       8       9       3       4       5       2       1       7       4       2       1       1       9       8       
Vardas6642              Pavarde6642             9       8       7       7       3       3       6       10      2       5       3       8       2       3       2       5       
Vardas6643              Pavarde6643             3       6       5       7       3       2       8       9       3       3       5       4       8       4       3       7       
Vardas6644              Pavarde6644             4       4       10      4       4       9       2       10      1       6       7       6       4       2       10      3       
Vardas6645              Pavarde6645             7       2       10      3       4       8       10      1       6       8       7       8       5       7       2       3       
Vardas6646              Pavarde6646             1       6       3       10      3       1       5       3       8       8       1       8       9       6       5       10      
Vardas6647              Pavarde6647             6       1       4       6       1       4       3       6       9       1       1       8       1       8       7       7       
Vardas6648              Pavarde6648             5       1       10      9       4       7       2       1       5       10      7       5       1       9       1       5       
Vardas6649              Pavarde6649             3       1       10      4       7       6       6       2       9       9       9       8       9       7       3       1       
Vardas6650              Pavarde6650             8       9       10      6       1       1       8       7       3       7       10      9       5       4       2       2       
Vardas6651              Pavarde6651             1       2       2       5       7       1       5       8       9       10      10      10      10      8       5       3       
Vardas6652              Pavarde6652             9       10      6       5       3       5       9       5       4       4       6       2       9       6       10      9       
Vardas6653              Pavarde6653             2       1       7       7       2       4       5       4       4       10      9       9       9       1       6       2       
Vardas6654              Pavarde6654             1       6       4       4       6       4       4       1       5       3       5       10      9       7       1       7       
Vardas6655              Pavarde6655             3       3       9       10      5       4       10      10      1       9       6       7       8       10      10      4       
Vardas6656              Pavarde6656             3       7       2       10      9       5       7       9       2       5       3       10      4       6       10      6       
Vardas6657              Pavarde6657             6       7       10      7       7       1       3       3       9       5       1       6       6       2       2       7       
Vardas6658              Pavarde6658             6       1       2       7       9       3       2       2       9       8       6       9       9       10      7       10      
Vardas6659              Pavarde6659             8       7       8       5       5       5       2       9       4       2       4       6       2       4       3       2       
Vardas6660              Pavarde6660             3       6       2       4       5       4       7       7       7       6       2       3       6       5       7       8       
Vardas6661              Pavarde6661             7       7       8       10      3       7       8       2       3       6       1       6       5       1       9       3       
Vardas6662              Pavarde6662             7       4       6       6       10      8       10      10      5       7       8       10      6       3       6       1       
Vardas6663              Pavarde6663             10      4       8       2       4       10      1       7       6       1       5       3       5       1       3       10      
Vardas6664              Pavarde6664             10      9       6       4       1       10      10      9       3       6       8       8       5       7       5       5       
Vardas6665              Pavarde6665             2       3       7       9       9       3       4       1       7       1       6       4       4       9       7       6       
Vardas6666              Pavarde6666             9       8       1       4       2       3       7       6       9       9       1       4       6       4       8       2       
Vardas6667              Pavarde6667             6       4       9       6       1       2       3       2       9       5       7       2       4       7       5       4       
Vardas6668              Pavarde6668             6       4       7       10      6       7       6       10      4       6       4       5       5       9       7       3       
Vardas6669              Pavarde6669             9       6       5       10      7       1       3       6       1       4       2       4       3       6       2       8       
Vardas6670              Pavarde6670             5       6       2       8       3       1       10      7       10      8       9       3       1       9       7       2       
Vardas6671              Pavarde6671             3       4       3       5       8       6       2       9       9       1       10      7       2       5       10      10      
Vardas6672              Pavarde6672             1       10      6       3       6       10      5       7       6       4       10      4       7       6       10      3       
Vardas6673              Pavarde6673             7       4       3       9       1       9       8       9       9       2       7       6       9       8       8       6       
Vardas6674              Pavarde6674             1       8       5       4       7       3       9       3       5       6       7       10      10      6       1       10      
Vardas6675              Pavarde6675             4       9       9       8       8       10      3       2       4       9       4       8       9       10      4       8       
Vardas6676              Pavarde6676             9       7       5       10      3       4       2       7       2       1       6       7       1       2       7       6       
Vardas6677              Pavarde6677             3       10      7       1       8       5       9       2       10      1       7       1       9       9       9       9       
Vardas6678              Pavarde6678             3       4       10      1       3       1       2       4       8       8       6       6       10      5       6       7       
Vardas6679              Pavarde6679             4       3       2       2       3       2       2       10      6       5       5       3       4       2       5       6       
Vardas6680              Pavarde6680             10      6       9       6       5       5       4       3       10      7       10      6       10      1       9       7       
Vardas6681              Pavarde6681             5       5       8       1       2       1       4       9       4       10      6       7       1       10      4       5       
Vardas6682              Pavarde6682             10      1       6       1       4       5       9       7       3       2       4       1       2       1       9       1       
Vardas6683              Pavarde6683             4       9       9       3       3       3       4       6       10      2       3       9       7       1       2       8       
Vardas6684              Pavarde6684             10      3       6       8       6       4       5       8       3       10      7       9       7       4       7       6       
Vardas6685              Pavarde6685             3       7       2       1       7       5       8       1       7       9       4       1       3       4       5       4       
Vardas6686              Pavarde6686             3       8       6       4       6       2       7       2       3       4       3       1       1       4       6       4       
Vardas6687              Pavarde6687             3       7       1       1       5       10      2       3       8       7       7       4       3       6       2       5       
Vardas6688              Pavarde6688             4       10      10      7       10      8       5       5       8       3       4       9       10      10      8       5       
Vardas6689              Pavarde6689             4       8       8       1       9       2       10      4       9       2       6       6       2       9       2       1       
Vardas6690              Pavarde6690             10      5       4       3       7       10      7       7       7       4       8       5       2       1       6       4       
Vardas6691              Pavarde6691             1       5       1       2       8       4       2       2       6       6       7       8       6       5       3       7       
Vardas6692              Pavarde6692             10      5       5       8       2       10      5       2       7       5       1       10      3       7       2       7       
Vardas6693              Pavarde6693             6       9       3       2       10      6       8       8       6       8       9       8       7       1       4       9       
Vardas6694              Pavarde6694             9       6       4       9       4       4       3       6       3       8       6       8       10      8       4       2       
Vardas6695              Pavarde6695             1       10      6       3       5       6       8       2       5       1       1       8       10      9       5       5       
Vardas6696              Pavarde6696             9       8       9       5       4       7       8       4       6       4       9       9       7       9       7       6       
Vardas6697              Pavarde6697             6       1       8       5       8       10      8       10      6       8       5       5       6       7       2       4       
Vardas6698              Pavarde6698             5       4       3       2       8       3       10      3       7       4       5       8       9       5       6       7       
Vardas6699              Pavarde6699             1       3       2       5       7       3       9       6       2       1       6       3       5       3       3       1       
Vardas6700              Pavarde6700             9       7       6       2       9       2       10      9       1       4       9       6       4       5       6       3       
Vardas6701              Pavarde6701             5       2       10      6       4       1       7       7       6       7       8       9       7       4       10      4       
Vardas6702              Pavarde6702             1       8       4       7       1       1       9       10      6       7       3       9       10      10      2       9       
