Vardas                  Pavarde                 ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas603               Pavarde603              9       10      3       6       6       7       4       10      2       6       6       6       3       10      7       8       
Vardas604               Pavarde604              1       6       3       7       6       3       2       5       1       2       2       10      10      4       3       5       
Vardas605               Pavarde605              3       6       9       1       6       7       9       3       2       4       6       4       8       8       5       4       
Vardas606               Pavarde606              7       5       6       10      3       2       8       9       10      1       5       5       9       2       9       1       
Vardas607               Pavarde607              4       8       5       9       1       7       1       2       6       3       5       4       10      5       8       2       
Vardas608               Pavarde608              8       2       10      2       5       6       5       4       2       4       9       9       5       10      10      7       
Vardas609               Pavarde609              7       3       5       2       4       1       4       10      6       2       2       8       2       3       4       1       
Vardas610               Pavarde610              8       8       9       1       1       7       1       4       7       5       9       2       5       2       10      10      
Vardas611               Pavarde611              5       8       1       7       9       10      5       2       7       1       5       8       4       9       1       5       
Vardas612               Pavarde612              6       2       10      5       4       6       10      3       2       2       1       2       6       5       10      8       
Vardas613               Pavarde613              10      3       6       3       5       8       1       4       10      6       5       5       5       2       3       10      
Vardas614               Pavarde614              9       9       3       9       9       2       4       10      5       4       6       4       5       2       3       9       
Vardas615               Pavarde615              9       4       10      6       7       10      6       8       10      8       6       5       2       4       7       7       
Vardas616               Pavarde616              2       9       7       5       9       3       9       5       4       4       9       4       8       7       7       4       
Vardas617               Pavarde617              10      8       9       2       2       9       8       2       4       2       2       6       6       7       9       2       
Vardas618               Pavarde618              8       6       9       5       7       10      1       5       2       8       8       4       8       3       3       9       
Vardas619               Pavarde619              4       7       1       4       4       7       8       1       8       5       5       9       10      2       3       9       
Vardas620               Pavarde620              6       8       5       6       5       8       6       8       6       3       9       7       1       7       7       7       
Vardas621               Pavarde621              5       7       2       2       7       4       7       3       4       6       5       2       3       8       9       3       
Vardas622               Pavarde622              3       1       7       10      2       1       9       10      9       2       10      3       9       8       3       8       
Vardas623               Pavarde623              8       10      10      8       1       7       9       10      10      5       2       1       8       8       1       10      
Vardas624               Pavarde624              5       9       10      8       8       7       6       6       4       5       7       3       3       6       7       2       
Vardas625               Pavarde625              2       3       1       5       2       4       5       3       3       2       10      1       1       7       3       4       
Vardas626               Pavarde626              9       8       1       2       5       9       10      2       3       3       8       3       4       9       7       8       
Vardas627               Pavarde627              6       4       3       5       5       3       7       6       8       2       7       6       3       7       3       2       
Vardas628               Pavarde628              9       2       10      2       4       2       9       7       8       3       9       1       2       2       3       10      
Vardas629               Pavarde629              3       10      1       10      6       8       5       8       4       6       5       1       7       4       5       9       
Vardas630               Pavarde630              3       3       2       3       8       3       6       9       8       7       7       4       7       6       8       5       
Vardas631               Pavarde631              1       8       3       3       8       6       5       5       10      9       5       6       10      9       4       5       
Vardas632               Pavarde632              8       4       7       3       9       1       9       6       1       2       6       10      6       4       2       9       
Vardas633               Pavarde633              5       4       4       7       3       6       1       7       8       5       9       9       9       3       4       10      
Vardas634               Pavarde634              9       2       9       7       3       8       7       3       8       2       8       8       7       4       10      10      
Vardas635               Pavarde635              3       3       3       6       5       8       3       3       2       6       3       3       7       8       6       8       
Vardas636               Pavarde636              8       4       6       9       5       10      10      10      4       4       1       8       7       2       9       3       
Vardas637               Pavarde637              2       10      10      4       3       10      7       7       1       4       1       10      7       9       9       3       
Vardas638               Pavarde638              5       4       6       9       7       8       1       7       6       5       9       4       7       4       5       10      
Vardas639               Pavarde639              6       3       1       5       10      6       6       2       9       1       3       7       5       1       10      3       
Vardas640               Pavarde640              9       2       9       2       10      3       2       3       9       5       6       3       8       8       8       5       
Vardas641               Pavarde641              10      3       3       2       10      9       10      6       3       7       8       4       4       8       4       6       
Vardas642               Pavarde642              10      9       3       6       9       5       2       6       9       3       4       9       7       6       1       8       
Vardas643               Pavarde643              5       3       5       3       7       9       3       9       6       3       7       7       4       7       5       1       
Vardas644               Pavarde644              1       4       4       7       9       5       3       4       9       9       2       6       1       7       9       6       
Vardas645               Pavarde645              3       9       7       10      2       2       9       10      1       2       10      3       7       9       8       5       
Vardas646               Pavarde646              4       9       3       3       3       10      9       2       9       10      6       9       9       6       4       10      
Vardas647               Pavarde647              7       10      6       10      9       9       6       9       1       9       4       10      6       10      8       9       
Vardas648               Pavarde648              1       3       8       3       8       6       2       6       3       3       9       3       3       4       7       6       
Vardas649               Pavarde649              5       9       6       9       5       3       4       7       5       4       3       6       6       3       9       3       
Vardas650               Pavarde650              8       9       6       4       1       6       10      7       2       6       2       9       2       5       6       6       
Vardas651               Pavarde651              10      2       9       2       3       2       7       6       4       7       5       2       7       8       6       2       
Vardas652               Pavarde652              9       2       4       6       10      7       4       9       7       6       5       6       5       4       9       8       
Vardas653               Pavarde653              6       3       7       5       8       8       4       4       10      5       8       4       1       10      3       10      
Vardas654               Pavarde654              7       4       4       9       8       1       9       10      1       6       4       7       7       1       6       5       
Vardas655               Pavarde655              2       5       10      6       9       8       10      4       8       5       2       4       5       8       2       7       
Vardas656               Pavarde656              1       5       8       9       1       5       9       3       9       8       6       5       1       1       7       2       
Vardas657               Pavarde657              5       1       4       10      3       10      7       10      9       8       9       7       3       2       9       2       
Vardas658               Pavarde658              6       10      9       9       4       10      5       8       3       9       8       7       6       3       8       7       
Vardas659               Pavarde659              8       8       9       7       3       2       4       10      4       3       5       9       6       7       1       7       
Vardas660               Pavarde660              2       6       1       6       9       10      5       10      3       8       8       2       3       9       1       4       
Vardas661               Pavarde661              10      2       4       10      9       8       3       8       4       10      1       3       8       7       4       2       
Vardas662               Pavarde662              4       6       1       4       6       3       9       1       10      9       9       8       1       8       7       9       
Vardas663               Pavarde663              1       9       5       5       10      5       2       7       10      7       5       7       9       7       7       9       
Vardas664               Pavarde664              3       8       7       9       5       8       9       1       10      5       1       3       7       4       6       1       
Vardas665               Pavarde665              4       1       9       2       3       2       3       10      7       3       5       7       8       2       2       9       
Vardas666               Pavarde666              6       5       10      5       1       10      1       5       8       6       8       5       1       10      5       4       
Vardas667               Pavarde667              2       2       1       4       5       9       4       9       9       5       1       6       10      3       4       7       
Vardas668               Pavarde668              10      7       2       1       8       4       9       9       3       1       8       3       6       1       9       6       
Vardas669               Pavarde669              6       8       9       7       1       4       6       10      7       9       5       4       5       4       5       1       
Vardas670               Pavarde670              7       5       3       3       9       6       2       1       8       3       5       7       9       1       6       8       
Vardas671               Pavarde671              4       1       9       5       10      1       5       5       9       6       9       3       5       7       1       7       
Vardas672               Pavarde672              6       4       9       7       5       10      4       10      4       10      9       3       3       1       4       1       
Vardas673               Pavarde673              6       3       4       1       9       3       6       7       8       7       5       6       5       3       1       9       
Vardas674               Pavarde674              5       8       7       10      4       2       2       8       9       1       10      4       3       4       4       1       
Vardas675               Pavarde675              10      6       3       1       10      10      4       3       4       6       4       4       3       3       8       6       
Vardas676               Pavarde676              1       4       1       9       4       3       1       1       4       6       10      7       10      4       9       10      
Vardas677               Pavarde677              4       10      4       1       6       8       9       7       3       7       7       1       10      2       10      6       
Vardas678               Pavarde678              6       6       4       2       7       7       9       2       1       2       2       8       7       10      3       9       
Vardas679               Pavarde679              3       9       6       2       5       10      5       5       1       5       8       1       1       2       6       9       
Vardas680               Pavarde680              7       9       4       9       7       4       10      9       4       6       10      1       4       9       9       10      
Vardas681               Pavarde681              1       3       1       4       4       3       2       1       7       10      6       4       9       10      8       2       
Vardas682               Pavarde682              5       4       6       6       7       10      1       5       4       9       10      3       10      1       7       9       
Vardas683               Pavarde683              3       7       1       2       7       3       4       10      5       4       5       8       5       3       2       8       
Vardas684               Pavarde684              2       5       10      3       6       6       7       6       8       9       2       10      4       6       3       6       
Vardas685               Pavarde685              3       6       10      2       5       4       4       10      7       9       5       2       1       9       8       3       
Vardas686               Pavarde686              1       5       4       6       7       2       10      10      7       2       4       6       3       7       7       2       
Vardas687               Pavarde687              5       6       6       10      3       1       1       7       1       4       2       3       6       4       8       3       
Vardas688               Pavarde688              10      5       5       1       8       8       1       4       6       7       6       2       6       5       1       8       
Vardas689               Pavarde689              6       6       7       7       3       3       1       8       6       9       7       5       6       1       8       1       
Vardas690               Pavarde690              6       7       8       10      8       4       2       2       7       3       4       4       8       7       9       4       
Vardas691               Pavarde691              1       5       1       3       2       9       1       9       4       9       2       4       4       1       4       5       
Vardas692               Pavarde692              5       2       9       9       6       9       7       3       10      7       9       8       2       5       5       10      
Vardas693               Pavarde693              8       7       9       1       4       2       9       5       7       7       2       3       4       3       2       1       
Vardas694               Pavarde694              8       9       5       4       9       6       4       5       6       5       9       3       5       6       6       8       
Vardas695               Pavarde695              3       9       3       9       4       8       1       10      5       6       7       10      3       5       6       5       
Vardas696               Pavarde696              2       10      10      8       10      6       9       4       5       10      8       7       10      7       8       9       
Vardas697               Pavarde697              7       3       8       1       4       9       1       6       3       10      10      7       6       1       5       2       
Vardas698               Pavarde698              6       3       10      10      7       3       10      9       2       9       7       8       7       10      10      7       
Vardas699               Pavarde699              4       8       9       10      7       2       10      4       1       1       3       5       6       3       1       1       
Vardas700               Pavarde700              5       3       9       4       1       1       7       8       8       4       8       5       7       8       9       4       
Vardas701               Pavarde701              3       1       10      4       2       6       10      2       8       1       8       6       8       1       8       10      
Vardas702               Pavarde702              4       7       9       8       6       9       6       3       8       7       1       7       3       7       9       9       
Vardas703               Pavarde703              7       8       5       9       3       4       10      9       6       2       8       2       4       3       4       7       
Vardas704               Pavarde704              6       6       4       7       6       10      8       7       5       7       10      4       10      10      8       10      
Vardas705               Pavarde705              9       4       3       8       2       10      2       5       2       4       2       2       5       9       1       8       
Vardas706               Pavarde706              9       7       8       1       10      6       7       4       9       1       10      4       3       6       3       4       
Vardas707               Pavarde707              2       8       1       9       4       4       1       8       9       10      4       1       2       5       6       10      
Vardas708               Pavarde708              10      10      3       4       9       6       3       2       7       1       7       1       3       1       9       10      
Vardas709               Pavarde709              1       8       9       4       3       6       1       9       2       9       5       4       2       9       10      6       
Vardas710               Pavarde710              6       9       4       5       2       7       2       2       5       2       10      10      1       1       4       1       
Vardas711               Pavarde711              3       4       8       10      8       8       8       6       2       10      1       8       6       8       5       2       
Vardas712               Pavarde712              10      9       5       4       6       3       4       4       5       3       9       7       9       3       3       7       
Vardas713               Pavarde713              2       7       4       10      10      10      2       2       8       9       4       2       1       1       6       8       
Vardas714               Pavarde714              1       9       5       7       3       9       1       5       6       3       3       6       4       2       2       6       
Vardas715               Pavarde715              5       2       5       6       8       8       9       7       3       3       1       5       6       9       3       6       
Vardas716               Pavarde716              10      9       3       3       3       4       5       3       9       6       9       6       9       1       9       4       
Vardas717               Pavarde717              3       8       3       6       1       4       6       1       7       10      5       4       10      6       10      2       
Vardas718               Pavarde718              2       4       6       4       7       8       3       2       3       6       9       3       7       7       4       3       
Vardas719               Pavarde719              7       4       8       6       6       6       1       7       5       3       3       2       6       6       9       7       
Vardas720               Pavarde720              7       1       9       3       7       6       9       9       5       5       9       2       9       10      9       9       
Vardas721               Pavarde721              10      4       2       4       10      9       2       5       8       9       6       3       4       4       6       2       
Vardas722               Pavarde722              6       8       4       6       8       3       10      2       3       1       8       2       8       8       8       8       
Vardas723               Pavarde723              5       2       9       5       8       4       10      9       9       2       10      3       5       5       5       9       
Vardas724               Pavarde724              8       2       8       9       9       1       8       6       3       2       4       10      1       6       3       7       
Vardas725               Pavarde725              5       1       6       10      8       4       9       1       7       7       9       10      4       8       7       8       
Vardas726               Pavarde726              6       2       4       5       7       6       4       1       8       1       8       6       1       7       4       1       
Vardas727               Pavarde727              7       10      9       3       9       7       2       2       3       6       10      3       2       2       6       10      
Vardas728               Pavarde728              3       10      2       2       9       1       6       3       4       3       10      2       2       2       6       8       
Vardas729               Pavarde729              10      3       9       6       5       9       6       5       4       6       9       1       8       5       1       9       
Vardas730               Pavarde730              10      6       5       2       7       9       5       1       4       9       9       4       3       7       9       2       
Vardas731               Pavarde731              10      7       5       4       10      5       7       4       2       4       8       10      1       7       9       5       
Vardas732               Pavarde732              2       5       9       6       8       3       9       3       1       3       5       7       10      4       3       4       
Vardas733               Pavarde733              2       5       7       9       6       6       4       5       6       6       7       10      10      3       6       1       
Vardas734               Pavarde734              4       2       10      7       2       3       9       9       4       5       10      10      9       1       4       8       
Vardas735               Pavarde735              3       9       3       7       7       5       7       8       10      3       10      1       2       4       6       9       
Vardas736               Pavarde736              1       8       10      4       4       1       3       4       6       6       9       2       3       4       2       6       
Vardas737               Pavarde737              4       2       6       1       8       4       9       8       3       6       9       4       3       2       9       2       
Vardas738               Pavarde738              7       3       8       2       4       1       2       2       5       1       2       3       7       9       5       1       
Vardas739               Pavarde739              10      7       3       6       4       3       4       10      3       3       2       7       8       7       3       6       
Vardas740               Pavarde740              3       4       10      10      1       7       6       9       10      5       2       4       1       10      7       7       
Vardas741               Pavarde741              4       2       10      1       6       4       3       10      2       9       4       6       3       4       9       1       
Vardas742               Pavarde742              2       6       5       5       6       1       3       10      7       10      1       5       10      5       3       8       
Vardas743               Pavarde743              3       2       2       4       6       9       9       2       10      8       7       10      2       9       7       4       
Vardas744               Pavarde744              1       3       4       6       7       7       9       9       6       6       8       6       10      4       7       7       
Vardas745               Pavarde745              3       4       5       5       1       4       5       2       10      5       1       6       4       2       2       7       
Vardas746               Pavarde746              5       6       7       10      1       9       10      3       8       1       3       8       6       10      5       10      
Vardas747               Pavarde747              7       10      5       2       6       1       2       5       4       3       6       2       6       5       8       6       
Vardas748               Pavarde748              9       1       2       7       4       3       9       6       4       1       8       3       2       2       7       10      
Vardas749               Pavarde749              8       8       6       7       4       8       2       7       6       4       8       10      4       3       4       4       
Vardas750               Pavarde750              4       1       1       5       1       3       7       6       1       10      1       3       9       7       9       5       
Vardas751               Pavarde751              9       9       4       10      6       3       10      6       1       9       1       5       1       5       6       9       
Vardas752               Pavarde752              4       3       2       6       10      1       2       8       8       10      6       10      2       7       9       5       
Vardas753               Pavarde753              3       6       7       7       7       3       6       5       1       5       1       3       3       1       7       5       
Vardas754               Pavarde754              6       3       3       5       8       5       3       10      3       5       10      3       8       8       5       1       
Vardas755               Pavarde755              9       6       3       2       4       9       10      6       5       8       8       6       1       6       3       7       
Vardas756               Pavarde756              4       1       4       5       6       4       8       9       8       9       2       7       10      7       5       5       
Vardas757               Pavarde757              6       7       5       7       1       2       6       2       8       10      3       2       9       5       1       2       
Vardas758               Pavarde758              3       4       8       4       9       9       7       3       4       1       6       6       6       3       3       9       
Vardas759               Pavarde759              4       7       5       9       1       10      6       5       6       7       4       4       6       8       3       8       
Vardas760               Pavarde760              7       10      7       6       2       6       4       8       9       8       9       10      5       10      8       2       
Vardas761               Pavarde761              8       10      4       7       9       1       8       7       10      1       8       9       5       8       10      9       
Vardas762               Pavarde762              8       7       5       9       2       4       3       5       10      7       9       7       1       9       8       7       
Vardas763               Pavarde763              8       2       1       4       4       8       8       3       6       4       6       3       2       7       4       5       
Vardas764               Pavarde764              4       1       10      6       3       10      8       8       8       10      8       4       5       9       7       8       
Vardas765               Pavarde765              7       3       10      8       9       6       6       7       1       8       6       2       8       6       9       10      
Vardas766               Pavarde766              10      1       10      7       6       2       8       1       6       7       8       2       7       2       1       5       
Vardas767               Pavarde767              3       1       1       8       5       10      10      8       1       7       6       4       7       4       9       4       
Vardas768               Pavarde768              2       2       1       6       1       3       9       9       3       9       3       2       6       5       2       2       
Vardas769               Pavarde769              7       2       7       2       7       2       5       6       1       9       5       2       8       7       4       5       
Vardas770               Pavarde770              10      8       7       2       6       3       4       4       9       1       5       9       3       9       10      3       
Vardas771               Pavarde771              2       4       5       6       9       4       1       1       8       6       4       10      5       6       2       10      
Vardas772               Pavarde772              2       3       10      9       4       5       4       2       1       8       5       8       2       10      7       9       
Vardas773               Pavarde773              4       1       1       9       2       4       8       4       9       8       5       2       5       6       3       8       
Vardas774               Pavarde774              3       7       5       10      10      4       1       6       9       4       9       4       4       9       6       7       
Vardas775               Pavarde775              10      3       8       5       8       6       6       3       1       5       3       5       9       3       2       10      
Vardas776               Pavarde776              10      8       6       8       7       4       1       8       5       5       6       2       7       3       1       9       
Vardas777               Pavarde777              10      4       6       2       8       8       9       9       3       2       2       8       10      5       7       2       
Vardas778               Pavarde778              6       2       1       6       8       10      1       3       2       3       7       1       2       6       2       9       
Vardas779               Pavarde779              5       5       9       10      10      8       3       4       6       6       10      1       9       1       8       8       
Vardas780               Pavarde780              8       3       8       8       5       1       8       7       9       10      8       5       1       6       7       5       
Vardas781               Pavarde781              3       9       9       4       4       6       2       6       8       6       5       10      9       8       7       3       
Vardas782               Pavarde782              4       3       7       6       7       7       2       10      1       4       1       2       7       10      4       8       
Vardas783               Pavarde783              1       10      6       1       4       2       9       10      10      4       9       8       9       9       8       8       
Vardas784               Pavarde784              10      10      2       10      5       3       4       1       3       1       3       5       1       3       3       5       
Vardas785               Pavarde785              6       5       4       9       1       9       6       6       7       6       2       1       7       5       7       7       
Vardas786               Pavarde786              5       2       5       7       4       1       8       6       5       5       9       6       6       8       2       2       
Vardas787               Pavarde787              3       9       5       4       9       10      9       6       6       9       9       3       2       6       6       10      
Vardas788               Pavarde788              9       3       1       8       7       10      6       4       7       10      3       9       9       2       3       5       
Vardas789               Pavarde789              7       2       8       4       2       6       8       2       4       8       2       2       1       2       9       5       
Vardas790               Pavarde790              3       7       7       6       7       1       4       7       2       3       2       5       2       5       2       10      
Vardas791               Pavarde791              2       7       7       6       5       7       1       7       4       9       2       7       7       2       9       6       
Vardas792               Pavarde792              2       5       1       7       3       8       2       1       8       3       10      10      8       3       8       4       
Vardas793               Pavarde793              9       4       1       10      2       7       8       4       1       5       4       9       9       5       2       4       
Vardas794               Pavarde794              5       6       2       4       6       4       6       7       4       5       1       3       1       9       9       3       
Vardas795               Pavarde795              8       4       5       4       10      3       1       5       7       1       6       1       10      1       10      10      
Vardas796               Pavarde796              9       3       4       7       3       1       10      9       3       3       7       2       2       6       7       7       
Vardas797               Pavarde797              7       6       5       5       6       4       6       6       3       5       4       2       3       5       5       8       
Vardas798               Pavarde798              8       2       5       10      6       2       2       9       6       5       10      7       9       10      2       9       
Vardas799               Pavarde799              7       2       9       4       6       5       6       1       9       4       8       9       10      6       3       2       
Vardas800               Pavarde800              7       5       6       2       6       6       9       2       6       4       4       5       6       10      2       8       
Vardas801               Pavarde801              5       1       2       1       1       6       1       1       8       3       2       7       4       10      4       2       
Vardas802               Pavarde802              10      1       7       9       6       8       3       6       3       3       3       2       5       1       1       6       
Vardas803               Pavarde803              2       8       7       4       7       9       4       1       8       8       3       3       1       2       4       3       
Vardas804               Pavarde804              6       9       7       9       7       10      6       1       10      1       8       10      9       3       5       9       
Vardas805               Pavarde805              9       7       6       4       3       6       2       9       6       4       7       8       7       1       6       9       
Vardas806               Pavarde806              3       4       6       9       4       10      8       2       9       4       9       6       2       10      5       4       
Vardas807               Pavarde807              2       10      8       1       7       5       9       9       9       6       3       6       5       1       9       2       
Vardas808               Pavarde808              4       6       5       7       8       6       9       7       5       8       3       6       10      9       7       3       
Vardas809               Pavarde809              3       6       5       7       10      8       7       5       5       6       3       9       6       3       9       9       
Vardas810               Pavarde810              6       1       4       1       8       2       1       9       6       7       7       4       6       6       9       4       
Vardas811               Pavarde811              2       2       7       2       1       1       3       4       7       10      10      10      4       7       1       1       
Vardas812               Pavarde812              3       5       1       2       8       8       4       8       3       9       9       9       8       5       8       9       
Vardas813               Pavarde813              6       5       2       7       9       8       6       2       1       9       6       4       7       2       1       6       
Vardas814               Pavarde814              3       4       6       6       5       7       9       6       3       6       7       4       3       6       5       3       
Vardas815               Pavarde815              3       8       4       3       1       3       6       3       10      6       6       8       10      1       7       8       
Vardas816               Pavarde816              5       2       1       4       2       8       4       10      10      2       1       1       10      10      1       1       
Vardas817               Pavarde817              9       7       1       4       4       3       10      6       6       6       8       2       5       10      9       4       
Vardas818               Pavarde818              5       5       10      4       4       4       4       8       1       1       7       10      2       3       9       2       
Vardas819               Pavarde819              10      6       3       2       3       1       8       9       10      5       7       4       5       10      8       6       
Vardas820               Pavarde820              6       7       7       8       4       7       1       7       10      5       8       7       6       4       3       5       
Vardas821               Pavarde821              1       10      1       9       6       8       8       7       5       6       9       8       4       9       8       6       
Vardas822               Pavarde822              3       2       1       5       9       6       4       7       6       5       8       4       6       2       1       7       
Vardas823               Pavarde823              2       2       7       6       10      8       6       10      7       2       1       8       2       6       2       6       
Vardas824               Pavarde824              1       9       6       7       8       9       9       10      1       8       7       9       3       8       2       5       
Vardas825               Pavarde825              10      4       4       9       6       5       4       2       7       9       5       2       8       2       1       3       
Vardas826               Pavarde826              7       9       6       4       4       10      5       9       10      9       1       4       1       2       10      10      
Vardas827               Pavarde827              5       9       9       2       9       8       8       6       3       8       1       6       3       1       3       4       
Vardas828               Pavarde828              8       7       9       7       2       9       2       10      4       2       2       5       10      10      2       7       
Vardas829               Pavarde829              8       2       7       4       6       2       6       8       10      7       1       5       5       6       7       9       
Vardas830               Pavarde830              1       5       1       6       4       7       3       3       4       5       2       2       3       6       7       8       
Vardas831               Pavarde831              8       7       9       4       8       4       7       5       4       7       3       6       10      10      8       4       
Vardas832               Pavarde832              7       9       2       7       1       10      10      7       9       1       5       5       7       10      10      7       
Vardas833               Pavarde833              6       9       3       6       6       6       5       1       2       1       7       7       5       3       1       7       
Vardas834               Pavarde834              4       4       2       7       6       8       10      10      3       5       3       1       9       6       4       3       
Vardas835               Pavarde835              7       1       3       4       9       8       3       2       7       9       5       4       6       6       7       7       
Vardas836               Pavarde836              9       3       5       1       8       4       9       4       9       2       6       3       10      8       3       3       
Vardas837               Pavarde837              2       9       1       1       10      8       6       9       2       9       10      6       8       4       6       1       
Vardas838               Pavarde838              9       6       6       3       8       3       5       6       9       2       3       1       4       4       8       2       
Vardas839               Pavarde839              2       10      2       5       9       2       1       2       8       4       2       1       2       3       1       9       
Vardas840               Pavarde840              7       10      9       5       1       9       8       8       6       8       10      5       7       4       3       2       
Vardas841               Pavarde841              7       9       2       2       9       6       5       10      8       3       9       7       1       2       2       1       
Vardas842               Pavarde842              4       2       10      8       8       7       2       1       10      5       3       6       6       3       9       5       
Vardas843               Pavarde843              8       10      9       8       7       10      8       5       1       9       9       1       10      4       9       7       
Vardas844               Pavarde844              7       4       1       10      3       6       6       5       10      1       10      6       1       8       2       9       
Vardas845               Pavarde845              9       1       3       4       2       4       5       9       7       5       10      5       9       3       4       5       
Vardas846               Pavarde846              3       3       10      1       5       6       5       2       7       10      9       3       7       4       3       10      
Vardas847               Pavarde847              4       1       6       5       3       6       1       3       3       9       2       5       3       9       1       6       
Vardas848               Pavarde848              2       10      7       9       2       1       9       1       9       9       2       5       5       7       1       2       
Vardas849               Pavarde849              2       5       10      1       6       9       8       7       8       1       7       4       6       3       2       1       
Vardas850               Pavarde850              7       9       10      3       6       8       3       8       9       3       3       9       9       1       4       9       
Vardas851               Pavarde851              6       8       8       6       6       8       9       7       9       6       7       8       3       8       5       10      
Vardas852               Pavarde852              4       3       4       7       2       8       5       2       7       4       7       10      3       3       1       8       
Vardas853               Pavarde853              4       8       8       10      7       4       2       1       9       9       1       10      4       9       10      3       
Vardas854               Pavarde854              7       5       1       7       7       8       9       7       6       2       4       8       10      4       2       6       
Vardas855               Pavarde855              4       9       5       8       4       5       3       2       5       6       1       10      2       8       4       5       
Vardas856               Pavarde856              9       3       2       3       9       9       5       7       10      3       7       1       8       6       1       1       
Vardas857               Pavarde857              5       5       10      1       1       5       8       5       8       2       6       8       6       5       9       4       
Vardas858               Pavarde858              3       8       7       1       10      5       9       1       4       3       2       9       4       6       5       7       
Vardas859               Pavarde859              3       10      1       6       7       3       7       2       5       10      7       5       3       8       8       6       
Vardas860               Pavarde860              1       6       5       6       7       10      5       5       9       7       2       7       1       3       6       3       
Vardas861               Pavarde861              5       10      4       4       5       8       3       7       4       7       6       3       6       9       4       10      
Vardas862               Pavarde862              9       2       2       5       8       3       10      5       8       4       6       6       9       7       4       5       
Vardas863               Pavarde863              2       3       7       10      4       2       2       4       8       1       3       5       9       6       3       10      
Vardas864               Pavarde864              2       3       1       5       2       3       2       10      8       2       10      6       10      7       5       3       
Vardas865               Pavarde865              3       7       2       9       5       10      1       6       5       8       5       1       7       7       3       9       
Vardas866               Pavarde866              4       7       8       2       4       9       4       8       1       9       7       7       10      6       3       2       
Vardas867               Pavarde867              7       2       10      4       4       9       7       10      5       1       5       3       1       8       3       1       
Vardas868               Pavarde868              6       3       10      6       9       3       5       3       6       1       5       9       5       4       9       6       
Vardas869               Pavarde869              9       5       2       2       10      2       2       8       7       1       3       6       8       1       4       8       
Vardas870               Pavarde870              1       3       5       2       2       9       1       8       9       9       10      10      4       6       7       9       
Vardas871               Pavarde871              8       5       6       7       7       9       8       8       6       7       6       2       9       9       4       5       
Vardas872               Pavarde872              8       4       8       10      4       7       4       1       5       1       7       3       2       9       10      10      
Vardas873               Pavarde873              8       5       7       7       3       2       7       2       2       3       6       3       1       1       4       6       
Vardas874               Pavarde874              8       3       7       6       10      3       3       7       4       7       2       7       3       7       8       1       
Vardas875               Pavarde875              10      7       5       3       9       4       3       9       6       7       7       4       9       10      2       5       
Vardas876               Pavarde876              10      4       8       3       9       3       1       10      9       4       1       4       2       4       8       1       
Vardas877               Pavarde877              3       6       6       9       4       4       5       3       2       8       7       7       10      2       8       9       
Vardas878               Pavarde878              1       8       3       5       7       2       6       8       3       3       6       8       9       5       8       10      
Vardas879               Pavarde879              4       2       4       5       3       9       6       2       7       9       8       10      9       3       8       2       
Vardas880               Pavarde880              8       4       4       3       7       1       1       8       10      6       7       8       10      5       4       6       
Vardas881               Pavarde881              8       5       9       2       5       5       2       1       3       5       10      4       10      8       6       8       
Vardas882               Pavarde882              7       10      4       9       1       9       6       6       1       1       5       8       3       5       7       4       
Vardas883               Pavarde883              2       1       10      4       6       5       8       8       9       3       8       7       6       6       10      6       
Vardas884               Pavarde884              3       1       8       1       5       10      9       7       6       7       8       8       9       10      1       2       
Vardas885               Pavarde885              9       7       5       3       8       8       2       10      6       3       8       10      10      8       5       9       
Vardas886               Pavarde886              10      8       4       6       9       2       8       3       8       10      7       3       6       10      1       2       
Vardas887               Pavarde887              6       5       9       10      9       6       2       5       6       1       1       3       9       10      3       5       
Vardas888               Pavarde888              2       3       7       2       5       8       1       8       5       8       2       5       3       7       9       5       
Vardas889               Pavarde889              2       9       7       10      6       9       10      1       5       4       4       6       8       5       3       10      
Vardas890               Pavarde890              10      4       3       3       10      5       8       3       4       5       2       9       6       10      10      4       
Vardas891               Pavarde891              3       8       3       9       7       10      9       5       2       9       7       2       2       8       10      4       
Vardas892               Pavarde892              7       8       4       4       8       6       7       4       2       8       9       7       4       6       8       1       
Vardas893               Pavarde893              4       3       3       5       8       4       9       7       5       10      10      3       2       7       6       1       
Vardas894               Pavarde894              1       10      2       6       2       2       4       1       8       4       1       3       10      9       3       8       
Vardas895               Pavarde895              10      2       7       8       3       5       1       4       7       10      7       6       5       3       9       10      
Vardas896               Pavarde896              1       9       5       9       1       9       8       1       5       5       2       4       7       10      9       9       
Vardas897               Pavarde897              6       6       5       8       9       8       5       8       5       8       10      1       7       8       3       6       
Vardas898               Pavarde898              9       8       1       7       1       9       7       8       9       3       1       2       2       8       4       6       
Vardas899               Pavarde899              3       10      8       4       4       2       6       7       2       4       10      2       3       8       10      3       
Vardas900               Pavarde900              9       1       9       2       8       1       5       6       1       10      2       3       4       3       7       4       
Vardas901               Pavarde901              5       10      9       7       5       8       10      10      1       2       6       8       9       6       9       5       
Vardas902               Pavarde902              10      4       7       6       3       4       4       10      7       1       2       2       8       10      10      4       
Vardas903               Pavarde903              3       2       6       5       10      6       1       9       5       7       8       7       5       8       2       5       
Vardas904               Pavarde904              5       4       2       4       7       8       2       6       6       10      4       4       2       9       8       2       
